timestamp,vehicle_id,latitude,longitude,speed_kmh,steering_angle,camera_detections,radar_distance,autopilot_mode
2025-10-01 00:00:00,VEH003,37.772104017132555,-122.40858032258319,64.56099500485948,16.375387525536993,8,57.62068733116663,0
2025-10-01 00:00:30,VEH001,37.76127620480171,-122.43426468560038,34.36858520443743,-36.25141487060131,0,49.6764248357712,1
2025-10-01 00:01:00,VEH003,37.76003039918964,-122.42656518791468,42.487274196364496,10.470348566163848,8,21.871859720065057,0
2025-10-01 00:01:30,VEH003,37.75580990496442,-122.41500901799554,73.56908540605532,43.524012970152285,1,87.79465737489252,1
2025-10-01 00:02:00,VEH001,37.781229578326105,-122.4150961063777,42.32960901756964,2.532521344523203,7,78.5400038557258,1
2025-10-01 00:02:30,VEH001,37.800477309192694,-122.42656721604662,64.60160675048027,-19.30960092542416,8,15.782582970444501,1
2025-10-01 00:03:00,VEH003,37.779252381371855,-122.4098424766909,32.89918721433928,-31.307827303728537,7,38.00406855100939,1
2025-10-01 00:03:30,VEH002,37.79162046882004,-122.4210752001333,41.5117525080223,44.06780243810084,8,55.12894517661135,1
2025-10-01 00:04:00,VEH003,37.78623573290789,-122.42130805606342,84.68734306036318,5.743426409724204,4,46.525185031610135,1
2025-10-01 00:04:30,VEH003,37.76971663990126,-122.42018421167111,70.1542021972665,-11.277143967677457,9,40.98399219629836,1
2025-10-01 00:05:00,VEH003,37.78755315980991,-122.40601374229468,11.218423597605543,-25.71163198880507,6,72.44552596093187,1
2025-10-01 00:05:30,VEH003,37.77011425308488,-122.40851046692856,116.78190222072476,40.517929463186405,2,7.341343415308071,1
2025-10-01 00:06:00,VEH001,37.770312921304615,-122.40056862036214,5.920430755066217,11.43258376775558,3,48.198213234342305,1
2025-10-01 00:06:30,VEH003,37.77281407674064,-122.41389523062159,9.952748673799658,-39.80995636798554,3,27.693805658180935,0
2025-10-01 00:07:00,VEH002,37.77328801977673,-122.40009091012813,84.16632584893605,-39.649806170050454,9,10.292601753006377,1
2025-10-01 00:07:30,VEH001,37.78151369463186,-122.41701891674745,84.96217673169878,39.54923259358008,3,47.55894148429062,1
2025-10-01 00:08:00,VEH002,37.76819113264109,-122.42066429371329,2.272263987212626,18.908723853367267,7,18.794131724915736,1
2025-10-01 00:08:30,VEH002,37.78379102778583,-122.42378134914728,77.13046793563176,-35.691276046837224,1,27.305979625240447,1
2025-10-01 00:09:00,VEH002,37.783647440830315,-122.4211620569198,3.991201773174775,11.138286873340958,1,51.68685549198744,1
