timestamp,vehicle_id,latitude,longitude,speed_kmh,battery_level,autopilot_active
2025-10-01 00:00:00,TSLA003,37.772104017132555,-122.40858032258319,64.56099500485948,74.55590002269955,True
2025-10-01 00:00:30,TSLA001,37.76127620480171,-122.43426468560038,34.36858520443743,27.776520115021057,False
2025-10-01 00:01:00,TSLA003,37.76003039918964,-122.42656518791468,42.487274196364496,69.30697650325675,True
2025-10-01 00:01:30,TSLA003,37.75580990496442,-122.41500901799554,73.56908540605532,98.68801152902425,False
2025-10-01 00:02:00,TSLA001,37.781229578326105,-122.4150961063777,42.32960901756964,62.25113008402062,True
2025-10-01 00:02:30,TSLA001,37.800477309192694,-122.42656721604662,64.60160675048027,42.835910288511855,True
2025-10-01 00:03:00,TSLA003,37.779252381371855,-122.4098424766909,32.89918721433928,32.17082017446352,False
2025-10-01 00:03:30,TSLA002,37.79162046882004,-122.4210752001333,41.5117525080223,99.17137994497853,False
2025-10-01 00:04:00,TSLA003,37.78623573290789,-122.42130805606342,84.68734306036318,65.10526791975485,False
2025-10-01 00:04:30,TSLA003,37.76971663990126,-122.42018421167111,70.1542021972665,49.975872028731146,True
2025-10-01 00:05:00,TSLA003,37.78755315980991,-122.40601374229468,11.218423597605543,37.14521600995105,True
2025-10-01 00:05:30,TSLA003,37.77011425308488,-122.40851046692856,116.78190222072476,96.01593730061013,True
2025-10-01 00:06:00,TSLA001,37.770312921304615,-122.40056862036214,5.920430755066217,70.16229668244941,False
2025-10-01 00:06:30,TSLA003,37.77281407674064,-122.41389523062159,9.952748673799658,24.613372117346188,True
2025-10-01 00:07:00,TSLA002,37.77328801977673,-122.40009091012813,84.16632584893605,24.755727848844042,False
2025-10-01 00:07:30,TSLA001,37.78151369463186,-122.41701891674745,84.96217673169878,95.15487341651563,False
2025-10-01 00:08:00,TSLA002,37.76819113264109,-122.42066429371329,2.272263987212626,76.80775453632646,True
2025-10-01 00:08:30,TSLA002,37.78379102778583,-122.42378134914728,77.13046793563176,28.274421291700243,False
2025-10-01 00:09:00,TSLA002,37.783647440830315,-122.4211620569198,3.991201773174775,69.90069944296974,True
2025-10-01 00:09:30,TSLA002,37.77832963532445,-122.42067175016868,115.29239926680324,53.554518771328475,True
2025-10-01 00:10:00,TSLA001,37.79429611908608,-122.42625668166662,83.53711125995225,83.09622232856414,False
2025-10-01 00:10:30,TSLA001,37.78777392648659,-122.42530639734672,22.38937215851417,41.897020668698076,True
2025-10-01 00:11:00,TSLA002,37.785597292902004,-122.41332453276364,18.97257457925029,50.627748074674166,True
2025-10-01 00:11:30,TSLA002,37.77556153374543,-122.42428108211138,68.35947632644907,33.39130643447325,True
2025-10-01 00:12:00,TSLA001,37.77841766137814,-122.43640382494635,76.02224707639189,40.19921010003043,True
2025-10-01 00:12:30,TSLA001,37.78013807363088,-122.43691246623816,99.74851558460864,35.13222836373295,True
2025-10-01 00:13:00,TSLA001,37.775032413735275,-122.4403737343349,108.39853790562739,21.944004973269237,True
2025-10-01 00:13:30,TSLA003,37.771144305396916,-122.43357494244756,47.10401328698479,23.69329242591375,True
2025-10-01 00:14:00,TSLA003,37.75084287257124,-122.4313993485231,101.29018108457873,86.84994495444828,False
2025-10-01 00:14:30,TSLA003,37.78207765409125,-122.42914022335604,65.08560423800806,84.3043176480512,True
2025-10-01 00:15:00,TSLA002,37.785314472168835,-122.41653967576507,56.46985687224236,31.257788864654337,True
2025-10-01 00:15:30,TSLA003,37.763288811438436,-122.43211997384182,83.87647752693455,73.43162022808791,True
2025-10-01 00:16:00,TSLA002,37.780951686497204,-122.42859423962055,12.383395361358453,79.65154357538141,True
